web-scraper-order,web-scraper-start-url,halaman_pencarian,judul,excerpt,author,link_pencarian,link_pencarian-href
"1700584821-110","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=264&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","Penggunaan metode demonstrasi dan media nyata untuk meningkatkan hasil belajar siswa dalam pembelajaran ilmu pengetahuan alam Kelas IV SDN 200508 …","Penelitian ini dilatarbelakangi belum optimalnya pada proses pembelajaran hanya 

diarahkan kepada kemampuan siswa dalam menghafal informasi tanpa dituntut memenuhi …","A Lubis - 2023 - etd.uinsyahada.ac.id","[PDF] uinsyahada.ac.id","http://etd.uinsyahada.ac.id/8680/1/1820500033.pdf"
"1700584821-111","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=264&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","PENERAPAN ART ACTIVITY MEDIA BAHAN SEKITAR UNTUK MENGEMBANGKAN KETERAMPILAN MENGENAL HURUF ANAK USIA DINI KELOMPOK A DI …","… Setelah salam, guru biasanya mengajak anak untuk duduk rapi anteng-antengan atau 

melakukan tanya jawab seperti bagaimana bunyi suara hewan, menyebutkan nama hari, …","CAK Khasanah, N Tanfidiyah - 2023 - eprints.iain-surakarta.ac.id","[PDF] iain-surakarta.ac.id","http://eprints.iain-surakarta.ac.id/6844/1/Skripsi%20Utuh.pdf"
"1700584821-112","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=264&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","Penerapan Metode Bercerita dengan Media Boneka Tangan dalam Pengembangan Bahasa Anak pada Kelompok B Usia 5-6 Tahun di TK Cemerlang …","… Kecerdasan bahasa tentunya dapat dibentuk, seperti yang dijelaskan oleh Howard … 

kecerdasan pada anak dipengaruhi oleh lingkungan sekitarnya. Oleh karena itu, kecerdasan yang …","D Wulandari, N Tanfidiyah - 2023 - eprints.iain-surakarta.ac.id","[PDF] iain-surakarta.ac.id","http://eprints.iain-surakarta.ac.id/3839/1/183131126-Dwi%20Wulandari-SKRIPSI%20FULL.pdf"
"1700584821-113","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=264&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","Semiotika Kritis Pendekatan dalam Teks Kejahatan Siber","… Tentu saja, tidak mungkin studi semiotika kritis lahir dari gejala … Tindakan dan gejala 

individu dapat ditafsirkan secara … berpendapat bahwa kita adalah hewan sosial dan cara kita …","M Ardhianti, EC Prawoto, R Pujiastuti, A Risaldi - 2023 - books.google.com","Semiotika Kritis Pendekatan dalam Teks Kejahatan Siber","https://books.google.com/books?hl=en&lr=&id=waPTEAAAQBAJ&oi=fnd&pg=PA1&dq=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&ots=b-HulxGQER&sig=gGFO81vxgc4un19V6Qd2B0e2bbI"
"1700584821-114","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=264&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","Rancang Bangun Game Diamond Hunter Sebagai Media Pembelajaran Matematika Menggunakan Tools Construct 2 Berbasis Android","… 9 tahun yang menerapkan konsep adventure game sebagai lingkungan permainannya 

dengan pola bermain sambil belajar yang menarik, yang dapat meningkatkan minat, kecerdasan…","AS Wijaksono - Jurnal Teknologi Pintar, 2023 - teknologipintar.org","[PDF] teknologipintar.org","http://teknologipintar.org/index.php/teknologipintar/article/download/423/409"
"1700584824-115","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=254&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","Analisis Keterampilan Mengajar Guru dalam Pembelajaran Sains Untuk Anak Usia Dini (Studi Deskriptif di Raudhatul Athfal Kecamatan Kramat Jati Jakarta Timur)","… mati, sehingga anak mengetahui gejala benda dan gejala peristiwa benda tersebut. Secara 

… penelitiannya, seperti saat anak mengelompokan hewan atau benda yang ditelitinya, saat …","FNJ Ashari - repository.uinjkt.ac.id","[PDF] uinjkt.ac.id","https://repository.uinjkt.ac.id/dspace/bitstream/123456789/72406/1/11160184000060_Farah%20Nur%20Jihan%20Ashari_watermark.pdf"
"1700584824-116","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=254&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","PENGARUH MODEL PEMBELAJARAN DISCOVERY LEARNING TERHADAP PEMAHAMAN KONSEP IPAPADA PESERTA DIDIK KELAS IV SDN 1 KRUI","… dan kesadaran untuk menjaga memperbaiki gejala-gejala alam yang terjadi untuk menjaga 

… pelajaran 2023/2024, Adapun materi pada penelitian ini adalah Daur hidup pada hewan. …","EW Septi - 2023 - repository.radenintan.ac.id","[PDF] radenintan.ac.id","http://repository.radenintan.ac.id/30921/1/PERPUS%20PUSAT%20BAB%201%20DAN%202.pdf"
"1700584824-117","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=254&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","Korelasi Antara Penggunaan Model Problem Based Learning Dengan Kesulitan Belajar PAI di Kelas XI. IPS. 3 SMAN 1 Kota Parepare","… Menurut Hintzman, belajar adalah suatu perubahan yang terjadi dalam diri organisme (manusia 

atau hewan) disebabkan dari pengalaman yang dapat mempengaruhi tingkah laku …","AM Rismal - 2023 - repository.iainpare.ac.id","[PDF] iainpare.ac.id","http://repository.iainpare.ac.id/5040/1/18.1100.018.pdf"
"1700584824-118","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=254&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","HUBUNGAN DURASI PENGGUNAAN GADGET DENGAN PERKEMBANGAN KESEHATAN EMOSIONAL PADA ANAKUSIA PRASEKOLAH DI TK DHARMA WANITA","… perhatian, atau perlindungan terhadap orang lain, hewan atau benda. Perasaan ini … 

dikembangkan oleh Robert Goodman pada tahun 1997 untuk mendeteksi dini kesehatan mental …","M Istiqomah, WSE Suswati - 2023 - repository.stikesdrsoebandi.ac.id","[PDF] stikesdrsoebandi.ac.id","http://repository.stikesdrsoebandi.ac.id/1150/1/19010088%20Maryam%20Istiqomah.pdf"
"1700584824-119","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=254&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","Al-Qur'anulkarim. 2010. Miracle The Reference, cetakan I. Jawa Barat: Sygma Publishing, hlm 806. Baiquni, A. 1983. Islam dan Ilmu Pengetahuan Modern. Bandung …","… jenis hewan yang berimigrasi yaitu hewan mamalia, burung, ikan, serangga dan hewan … 

minum susu bubuk buatan, lebih jarang terjangkit bermacam penyakit akut maupun kronis. …","I Ilmiah, P Gaib - Sains dalam Al-Qur'an, 2023 - books.google.com","Al-Qur'anulkarim. 2010. Miracle The Reference, cetakan I. Jawa Barat: Sygma Publishing, hlm 806. Baiquni, A. 1983. Islam dan Ilmu Pengetahuan Modern. Bandung …","https://books.google.com/books?hl=en&lr=&id=fMPaEAAAQBAJ&oi=fnd&pg=PA25&dq=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&ots=lbl6I6pIhP&sig=_RenAzimI4CIrKSoULJ7HQPEt0Y"
"1700584824-120","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=254&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","PENGANTAR STATISTIKA","… analisis data besar (big data) dan kecerdasan buatan (artificial intelligence). Ini digunakan 

… dalam penelitian yang melibatkan manusia atau hewan sebagai subjek penelitian. 10. …","SE Iqbal Arraniri, SE Joko Sabtohadi, B Suhartawan… - 2023 - books.google.com","PENGANTAR STATISTIKA","https://books.google.com/books?hl=en&lr=&id=ptjYEAAAQBAJ&oi=fnd&pg=PA49&dq=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&ots=D4Wxt_zFKm&sig=Qg9QzYFK5xsZUSsFaBeN1Ulh-Rk"
"1700584824-121","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=254&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","BAB V RUANG LINGKUP PSIKOLOGI PERKEMBANGAN","… lebih banyak pengertian akan gejala-gejala perkembangan, … dan lengkap dalam menggali 

gejala kejiwaan atau tingkah laku … fhobia anak-anak terhadap anjing dapat dilakukan dengan …","RA Rochmat - PSIKOLOGI PERKEMBANGAN, 2023 - books.google.com","[PDF] poltekkesbengkulu.ac.id","http://repository.poltekkesbengkulu.ac.id/3037/1/1.Buku-PSIKOLOGI%20PERKEMBANGAN-1040-no-bab.5..pdf#page=88"
"1700584824-122","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=254&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","Pragmatik: Konsep Teori dan Praktek","Secara umum, buku ini membahas mengenai pengantar konsep pragmatik, ruang lingkup 

pragmatik, sejarah perkembangan pragmatik, batasan pragmatik, tindak tutur, strategi tindak …","N Nasarudin, S Susanti, A Akmal, NK Razak, A Annisa… - 2023 - books.google.com","Pragmatik: Konsep Teori dan Praktek","https://books.google.com/books?hl=en&lr=&id=V2zdEAAAQBAJ&oi=fnd&pg=PA1&dq=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&ots=mbhcR-EbgV&sig=qDWoPTh_R3xXCxucLxASim4rEX4"
"1700584824-123","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=254&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","PENDIDIKAN AGAMA KRISTEN","… , dan perilaku manusia dan hewan. Psikologi dapat dipelajari … ; kita tidak lagi menganggap 

penyakit jantung sebagai akhir … pertumbuhan dan perkembangan kecerdasan intelektual, …","NDY Manik, M Ratuhaba, EA Tandana, D Naibaho… - academia.edu","[PDF] academia.edu","https://www.academia.edu/download/98384310/buku_Psikologi_PAK.pdf"
"1700584824-124","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=254&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","NILAI-NILAI SUFISTIK DI DALAM NOVEL TENGGELAMNYA KAPAL VAN DER WIJCK KARANGAN BUYA HAMKA DAN NOVEL KETIKA CINTA BERTASBIH …","… telah mengembangkan pengobatan modern untuk mengobati penyakit manusia yang maju 

ini. … Kecerdasan, keterampilan, dan keindahan barang buatan tangan adalah salah satu …","A Nurizki - repository.uinjkt.ac.id","[PDF] uinjkt.ac.id","https://repository.uinjkt.ac.id/dspace/bitstream/123456789/72681/1/11190380000004-%20AFSAN%20NURIZKI.pdf"
"1700584827-125","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=244&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","Teori & Praktik Analisis Pemasaran Digital","Buku ini merupakan upaya untuk menyediakan konteks, perspektif, dan informasi yang 

dibutuhkan agar analitik dapat diakses oleh orang-orang yang memahami jangkauan dan …","A Wibowo - Penerbit Yayasan Prima Agus Teknik, 2023 - penerbit.stekom.ac.id","[PDF] stekom.ac.id","https://penerbit.stekom.ac.id/index.php/yayasanpat/article/download/443/467"
"1700584827-126","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=244&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","","","K Kasmiati, S Sumarni, AR Metasari… - Pengantar Ilmu …, 2023 - CV. Tohar Medika","S Sumarni","https://scholar.google.com/citations?user=QPvdbSQAAAAJ&hl=en&oi=sra"
"1700584827-127","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=244&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","Peningkatan hasil belajar siswa melalui pemanfaatan lingkungan sebagai media dalam pembelajaran IPA di Kelas IV SD Negeri 200112 Kota Padangsidimpuan","… gejala alam. Artinya bahwa diperlukan suatu cara tertentu yang sifatnya analisis, cermat, 

lengkap, dan menghubungkan gejala alam yang satu dengan gejala … dan hewan yang terdapat …","ARP Siregar - 2023 - etd.uinsyahada.ac.id","[PDF] uinsyahada.ac.id","http://etd.uinsyahada.ac.id/8681/1/1820500030.pdf"
"1700584827-128","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=244&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","Pengaruh Manajemen Sarana Prasarana dan Manajemen Kesiswaan Terhadap Hasil Belajar Siswa di Madrasah Aliyah Negeri Bondowoso Tahun Pelajaran 2022 …","Umar Faruk, 2023, Pengaruh Manajemen Sarana Prasarana dan Manajemen Kesiswaan 

Terhadap Hasil Belajar Siswa Di Madrasah Aliyah Negeri Bondowoso Tahun Pelajaran 2022/…","U Faruk - 2023 - digilib.uinkhas.ac.id","[PDF] uinkhas.ac.id","http://digilib.uinkhas.ac.id/24437/1/umar%20farok.pdf"
"1700584827-129","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=244&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","HUBUNGAN STATUS GIZI DAN KADAR HEMOGLOBIN DENGAN SIKLUS MENSTRUASI PADA SISWI MAN 2 SITUBONDO","… Makanan sumber protein dapat diperoleh dari hewan yaitu daging ayam, daging sapi, 

daging kambing, ikan, dan hati serta dapat juga diperoleh dari tumbuhan yaitu kacang-kacangan. …","NK Putri, Y Yuningsih - 2023 - repository.stikesdrsoebandi.ac.id","[PDF] stikesdrsoebandi.ac.id","http://repository.stikesdrsoebandi.ac.id/946/1/19050032%20Nazmi%20Kamilla%20Putri.pdf"
"1700584827-130","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=244&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","Penerapan Algoritma Multilayer Perceptron pada Sentimen Pengguna Tweet terhadap Vaksin Covid-19","Organisasi Kesehatan Dunia (WHO) mengumumkan adanya klaster pneumonia di Wuhan, 

China pada akhir tahun 2019 yang kemudian diberi nama COVID-19 (Corona Virus Disease …","FH Pasaribu - 2023 - repositori.uma.ac.id","[PDF] uma.ac.id","https://repositori.uma.ac.id/jspui/bitstream/123456789/20208/1/188160061%20-%20Fordinand%20Halomoan%20Pasaribu%20-%20Fulltext.pdf"
"1700584827-131","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=244&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","Validasi Penyusunan Instrumen Penelitian Pendidikan","… sesuatu yang menjadi tempat gejala yang diteliti melekat. … kesimpulan tentang pengaruh 

kecerdasan terhadap hasil belajar… makanan kepada anjing setelah anjing melakukan tindakan …","IW Widiana, IK Gading, IM Tegeh, PA Antara - 2023 - books.google.com","Validasi Penyusunan Instrumen Penelitian Pendidikan","https://books.google.com/books?hl=en&lr=&id=aPLfEAAAQBAJ&oi=fnd&pg=PP1&dq=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&ots=AhJOc-Uqpe&sig=i_wGDzudXVn8hOWiTQOQg3x52vk"
"1700584827-132","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=244&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","","","J Irawan - 2023","",""
"1700584827-133","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=244&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","ANALISIS SPASIAL PERSEBARAN DAN FAKTOR SOSIAL EKONOMI BALITA STUNTING DI KECAMATAN SUMBEREJO KABUPATEN TANGGAMUS TAHUN 2022","… tingkat kecerdasan tidak maksimal, menjadikan anak menjadi lebih rentan terhadap penyakit 

dan … , hewan dan tumbuhan serta lingkungannnya seperti hidrosfer, litosfer, dan atmosfer. …","K SENDI - 2023 - digilib.unila.ac.id","[PDF] unila.ac.id","http://digilib.unila.ac.id/71861/3/3.%20skripsi%20tanpa%20pembahasan.pdf"
"1700584827-134","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=244&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","Penyusunan Instrumen Penelitian: Konsep, Teknik, Uji Validitas, Uji Reliabilitas, dan Contoh Instrumen Penelitian","… Bahkan seekor binatang seperti anjing pelajar perlu juga di-… ini terletak pada intensitas 

gejala yang diteliti. Pada … emosional dalam penelitian ini adalah skor kecerdasan emosional …","AN Amalia, R Arthur - 2023 - books.google.com","Penyusunan Instrumen Penelitian: Konsep, Teknik, Uji Validitas, Uji Reliabilitas, dan Contoh Instrumen Penelitian","https://books.google.com/books?hl=en&lr=&id=rx3JEAAAQBAJ&oi=fnd&pg=PR1&dq=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&ots=GTICDoGqcU&sig=mXaEQg8wZtD7aUJDAiPZRPpY6Q4"
"1700584830-135","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=204&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","PERKEMBANGAN BAHASA PEMROGRAMAN KOMPUTER DI AMERIKA SERIKAT TAHUN 1955-1995","… secara luas dalam bidang penelitian kecerdasan buatan (AI). … logika yang berasosiasi 

dengan kecerdasan buatan dan … Kesehatan hewan yang lebih baik menjamin hasil yang lebih …","FD Rochmawati - 2023 - digilib.uinkhas.ac.id","[PDF] uinkhas.ac.id","http://digilib.uinkhas.ac.id/17639/1/FItria%20Dewi%20%20Rochmawati.pdf"
"1700584830-136","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=204&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","...(GUNAKAN TTD ASLI/SCAN FULL SATU LEMBAR PADA LEMBAR PERSETUJUAN PUBLIKASI, UPLOAD ULANG)... Nilai Pendidikan Karakter Kreatif pada Film …","… Pada awalnya, kecerdasan semata-mata dikaitkan dengan kualitas kognitif karena 

dianggap bahwa kecerdasan hanya terkait dengan kapasitas akal untuk mengenali tandatanda …","HN Ainurrohmah - 2023 - etheses.iainponorogo.ac.id","[PDF] iainponorogo.ac.id","http://etheses.iainponorogo.ac.id/25139/1/203190052_HILYA%20NUR%20%27AINURROHMAH_PGMI.pdf"
"1700584830-137","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=204&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","Sastra dan Transformasi Digital","… Terkait dengan hal tersebut, Sudah ada banyak kajian tentang kesalahan berbahasa yang 

dilakukan oleh kecerdasan buatan. Amar (2013) menemukan bahwa Google Terjemahan …","SC Sudarsono, A Putranti, S Suprajitno, YY Taum… - 2023 - books.google.com","Sastra dan Transformasi Digital","https://books.google.com/books?hl=en&lr=&id=fUCxEAAAQBAJ&oi=fnd&pg=PA3&dq=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&ots=ct42LjyJrW&sig=K9sh21m3ZA5NxbUVVAJan0LeCIs"
"1700584830-138","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=204&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","Pemilihan Alternatif Konservasi Energi Listrik Di Politeknik Negeri Pontianak Menggunakan Metode Fuzzy Logic","… komoditas tanaman pangan, hewan ternak, dan ikan Kajian … berbahaya dalam produk asal 

tanaman dan hewan/ikan … fuzzy logic ataupun metode kecerdasan buatan lainnya. Untuk …","M Syamsudin, W Yuniarto, Y Yunita, K Kuspriyanto… - 2023 - repository.polnep.ac.id","[PDF] polnep.ac.id","http://repository.polnep.ac.id/xmlui/bitstream/handle/123456789/2245/Laporan_PKPT_Tahun-1.pdf?sequence=1"
"1700584830-139","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=204&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","Pengukuran Dan Penilaian Tumbuh Kembang Anak Usia Dini","… adanya gejala-gejala hambatan intelektual. Misalnya, untuk mengukur kecerdasan anak 

dengan menggunakan tes kecerdasan, sehingga dapat ditentukan tingkat kecerdasan anak …","J Dimyati - 2023 - books.google.com","Pengukuran Dan Penilaian Tumbuh Kembang Anak Usia Dini","https://books.google.com/books?hl=en&lr=&id=VDbZEAAAQBAJ&oi=fnd&pg=PP1&dq=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&ots=UvOmcdk9t4&sig=8kyPTBGMzsSTkrrzWkbV0umTos8"
"1700584830-140","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=204&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","Faktor Pendorong Kebijakan Lockdown Kerajaan Arab Saudi Sebelum Deklarasi Pandemi Oleh World Health Organization Pada Tahun 2020","… Grosir Huanan adalah pasar hewan dan makanan laut hidup. Karakter penyakit tersebut 

terbilang baru dan belum diketahui darimana asalnya. Pada awal kemunculannya, virus ini …","KI Muslimah - repository.uinjkt.ac.id","[PDF] uinjkt.ac.id","https://repository.uinjkt.ac.id/dspace/bitstream/123456789/74104/1/KAMILAH%20INSAN%20MUSLIMAH.FISIP.pdf"
"1700584830-141","https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&as_ylo=2023&as_yhi=2023&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&btnG=","https://scholar.google.com/scholar?start=204&q=kecerdasan+buatan+untuk+deteksi+penyakit+hewan&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023","Sistem kontrol gas amonia (nh3) kandang ayam dengan metode fuzzy logic berbasis internet of things iot","… nafsu makan hewan, mengurangi … Gejala yang ditimbulkan akibat terpapar dengan 

amonia tergantung pada jalan terpaparnya, dosis, dan lama pemaparannya. Gejala-gejala …","K Supriadi - repository.uinjkt.ac.id","[PDF] uinjkt.ac.id","https://repository.uinjkt.ac.id/dspace/bitstream/123456789/68026/1/KHASBIANTA%20SUPRIADI-FST.pdf"
